feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
-0.45235770317125906,-3.08342885680279,7.654076742754873,20.102281755963123,-6.484015884363225,-4.779714066160115,-19.07300985488311,4.307421458805022,0
24.625624701875637,-10.976517910734442,-2.030541295226619,-8.429450482691424,-2.372901350021296,-4.508697702683049,-4.793211148622351,-6.8734565430745755,1
2.5159504024103763,5.0903806996341485,0.694171024615261,-0.9423330413392202,-10.206987476514582,7.254047693496936,0.04850094213466179,-6.816829112807945,0
-7.341304974346247,8.169436093853752,-2.852923304570361,-7.926502909066026,2.574707973897301,-0.951256902673207,-18.716682237672586,-9.671780784764657,0
-6.639596343131731,10.526688908588916,13.27829304708525,22.396028825008383,14.426430704007334,3.3679426862343758,-15.417384775605262,6.422950070961354,0
-16.569604078935086,3.7125655323334836,-3.8911953755445228,10.112467540282065,12.62264576441267,-3.647256492867836,-5.740485810756273,-8.743119406872879,0
-3.128716893671197,-5.7613548857752335,2.904124435630552,-12.678654993997213,-2.4355999398152455,-2.9982471964274184,1.2624830032973045,-6.249635273585286,0
11.594544847868494,-1.9822301168304168,4.642917097443866,5.918888182632773,6.486168420108176,3.7436700973142143,-2.040609121609937,17.339634699619065,1
26.957892914242397,4.09369400431765,5.534157251334354,-2.7939669634228066,-4.8339072854015095,-10.371083809051504,10.081403737763033,-3.2466174816588547,1
0.40700598733907906,5.076883895873402,-5.807969716147854,-11.367931434985069,-11.029374155928982,-4.119609850298137,20.098675664058,-4.9329002270900855,0
-1.0905352525660295,-0.7294185409443356,10.550011638794206,5.183612456996123,3.7343790893102082,8.008549931218864,6.700804005924714,-2.7842306297992785,0
-3.792617858064668,6.849423458286587,8.121160058888762,-7.351256444103871,2.3796255682272185,7.108852260556062,-0.7364284050975443,-3.4703672154370695,0
-4.337931220625192,3.708155692028843,-6.893504450648375,6.99633816993618,-4.3540683365395525,2.9597285011185708,-3.4795298206174587,8.880984392985075,0
8.433226082900232,10.073088573808446,-0.8077490295650221,14.323766905756523,-5.271934580723502,-2.117977433770136,5.957490106851356,-5.121781644458709,0
37.189024027516,1.3582009854549144,-7.838941246018844,-2.4171692682938155,1.20013967741179,5.381304082082266,7.069208355948305,-1.164541714345954,1
31.758636037105152,0.12975335101305532,-11.085011836951173,5.790524084895494,-0.05270196606036389,17.87877996935786,1.9920441201696502,16.677550853395154,1
45.070043478961225,1.423020854299816,-10.863957402190058,0.7524721037115543,3.633883495378983,-2.6845944949690335,11.091648448369419,-15.10031785625111,1
7.708131577168579,1.9110418894088188,15.476091964209601,3.9372074201205485,-10.292214983296915,-7.6847873462426275,7.86242030289196,-2.9575894813776293,0
-17.498060890842446,1.0779502039790296,-5.4516451686109,-19.37912849046119,3.3693900146903366,-5.418677165963878,-9.12171538905128,2.276927689917479,0
8.661500116611236,0.8060985802376328,-5.258172273802282,-14.895755795070736,-0.7743582490358708,-12.398867214206398,7.949241340254024,-1.8968380839394363,1
12.190804172068459,-3.5180836674445453,-2.012115791183713,2.311675782515107,-3.97037068868907,-6.308337878089092,-0.16536787864733793,-0.17424737996294723,0
12.303933711010018,-2.8163147876254646,-8.091833399276398,13.576416297960034,4.518308511196526,7.636088508648795,9.282080927564701,0.3732582681118263,0
26.39749548500377,13.579196283152356,-17.07979529617285,3.7977337469389822,11.973096166374832,2.5764433152139454,-6.518050185885948,1.7591065754992656,1
11.34715784712785,9.246393582574262,4.820995024798796,-6.4903169828263705,5.595345293678704,-15.606853336662784,-0.4248055904051163,-0.5267584222079801,0
7.4823881505012535,-4.644459477691996,-6.402337471287954,-2.0777722199739235,-4.925232848585159,-10.900938552765753,-6.487225411759179,-8.679138687942597,0
25.108700108988376,6.72759141722456,-3.862204525535149,-2.5481039522356195,4.009009372020806,-3.4522591149898485,13.600657737491199,14.125459623673969,1
7.763465197138784,-6.0720678561383865,-4.996654886887023,6.834627474976423,-11.37796605564985,7.962182048319091,5.927389086016926,8.521446147508216,1
16.681716351239764,2.8881672688173223,9.302263751419638,-4.232242666417658,2.0748960137487384,-13.735819062732258,11.466698859950315,-7.522945103073178,1
