feature_0,feature_1,target
9.950552031723829,7.653461619884061,2
10.423985655134716,15.450753927617006,2
17.00001949336572,2.350038651664084,1
8.166231743910995,-3.16714053617773,0
23.588944700200894,18.443837424640044,1
4.886186556795452,22.512275699865572,2
8.126943408695766,15.673317880967302,2
-1.367539880987551,-11.975951452961151,0
-1.6578697523990933,4.159553029241348,0
12.053355915468481,2.159171877916019,1
5.67120893594294,-11.647519331966642,0
11.36984647824465,11.571396720811864,1
-3.5543919487865474,3.91529767175774,0
16.049744801152833,19.507726312729744,2
10.530157902236084,2.9022202900495238,0
12.941472561273978,17.648764595043136,2
15.511501242687784,2.1904944447492016,1
0.8498227176534219,-9.630832864799302,0
-7.740321958148729,8.381129059795754,0
3.765951095064498,28.444529047927134,2
18.362286896122367,-8.729495451651406,1
8.078116601213821,8.592334912709187,0
5.345963873841256,-0.6274872944178727,0
15.951058860314127,-0.7944848162385207,1
-6.313572974593313,-8.214114400890214,0
20.05057520756933,7.566919671231542,1
-1.9642958980737204,3.299626799310035,0
-6.810164025286454,-2.3888688919984875,0
-6.706405547720625,-1.2097580170135718,1
1.7666509064361537,8.565533364936547,0
1.3208057971832687,3.408492010168045,2
21.532583762660458,31.352079453866022,2
20.996832104639424,23.805823717724596,2
18.936795700337548,-9.663326095088694,1
1.8361851412263355,8.17104922582827,0
16.223371799537816,24.317173937805613,2
17.0489645549748,-7.655549078377857,1
5.264383037201154,1.8371228790721197,0
-2.217652819806851,4.079357925197738,0
12.321639630236664,8.806208181218505,2
32.415738801030955,-6.2325473850587985,1
25.870114373940954,-9.893381622305277,1
7.480790534445038,-8.72003102584132,1
21.58277109486185,-2.1498626648271584,1
21.297795181074708,-0.4759559135308711,1
6.577113235356781,-17.032848920481037,0
12.701851253349837,17.875116663868305,2
4.730442501420188,22.93374475665651,2
32.087327325256084,0.009618103138490621,1
3.4016402506071914,13.046852941000171,2
34.399868938514246,-2.805061213906171,1
11.672916077598574,-2.9680589049433173,0
28.32622868834104,8.463216674591946,1
8.981367922325974,-5.751773913338602,0
